Cantidad de simbolos = 4153
Longitud media = 9.355229149593251
Rendimiento = 0.9953819652238401
Redundancia = 0.004618034776159852

Diccionario de Codificación por Shannon-Fano

SIMBOLO				CODIFICACION
padre.				11111101010010
despejan				11111101010011
responder,				11111101010100
recado				11111101010101
suspiro				11111101010110
necesaria				11111101010111
mirábanse				11111101011000
desmandada				11111101011001
compasivas.				11111101011010
preguntara				11111101011011
viejo				11111101011100
hablado				11111101011101
antifaces				1111110101111
felices				11111101100000
defensores				11111101100001
principal,				11111101100010
acrecentóseles				11111101100011
necesario				11111101100100
-Dilas				11111101100101
valerosas				11111101100110
llenas				11111101100111
empujaba				11111101101000
-Gracias				11111101101001
descolgado				11111101101010
averiguada				11111101101011
camaradas,				11111101101100
escuchar,				11111101101101
mudanza				11111101101110
Tabarca,				11111101101111
María!				11111101110000
sentarse				11111101110001
averiguado				11111101110010
abrazándonos				11111101110011
exceder				11111101110100
exceden				11111101110101
María,				11111101110110
esponja				11111101110111
sucedería				11111101111000
comenzado,				11111101111001
deso				11111101111010
perdono,				11111101111011
ventajas				11111101111100
bautice,				11111101111101
naval				1111110111111
contase				11111110000000
María;				11111110000001
conocer				11111110000010
cantidad				11111110000011
dese				11111110000100
parar				11111110000101
salía				11111110000110
perdido,				11111110000111
preeminencia				11111110001000
coger				11111110001001
oficina				11111110001010
verme				11111110001011
confirmación				11111110001100
paran				11111110001101
caramanchón				11111110001110
despertó				11111110001111
míos,				11111110010000
oficios				11111110010001
entrasen				11111110010010
ventaja,				11111110010011
cobarde				11111110010100
abrazar				11111110010101
ojeriza				11111110010110
amo;				11111110010111
siga,				11111110011000
locuras				11111110011001
desearme;				11111110011010
preguntado.				11111110011011
pareciera				11111110011100
averiguar,				11111110011101
arroyos				1111111001111
alfanje				11111110100000
vienen				11111110100001
sucede				11111110100010
adherentes,				11111110100011
suceda				11111110100100
soñado				11111110100101
cumpliéndosela,				11111110100110
tenga				11111110100111
partiésemos				11111110101000
guardado				11111110101001
pareciese				11111110101010
seco,				11111110101011
asieron				11111110101100
satisfaría				11111110101101
revolverse				11111110101110
dijeren				11111110101111
joya				11111110110000
agradecer				11111110110001
ahínco,				11111110110010
vejez				11111110110011
discreta,				11111110110100
usando				11111110110101
escuchaba				11111110110110
restaurarse				11111110110111
macange,				11111110111000
prestasen				11111110111001
naciones				11111110111010
saltaba				11111110111011
conmovió				11111110111100
echase				11111110111101
deseoso				1111111011111
viese				11111111000000
entendáis				11111111000001
fama?				11111111000010
intrépido				11111111000011
place				11111111000100
cadenas				11111111000101
-Pardiez,				11111111000110
tenia				11111111000111
satisfación				11111111001000
della				11111111001001
amigos.				11111111001010
comenzados				11111111001011
vencedor,				11111111001100
dello				11111111001101
cortaron				11111111001110
heridas.				11111111001111
tendido				11111111010000
riesgo,				11111111010001
padres				11111111010010
fatigado.				11111111010011
verse				11111111010100
oyendo				11111111010101
haga				11111111010110
remos,				11111111010111
alas,				11111111011000
callando,				11111111011001
encerraba				11111111011010
alcanzar				11111111011011
vivo,				11111111011100
Escuchóla				11111111011101
vivo.				1111111101111
fama.				11111111100000
dificultoso,				11111111100001
empresa				11111111100010
fatigar				11111111100011
Sevilla,				11111111100100
sospecha				11111111100101
camine				11111111100110
ido,				11111111100111
indicio				11111111101000
ido.				11111111101001
mundo!				11111111101010
pelada,				11111111101011
cuatrocientos				11111111101100
acuchillado				11111111101101
posar				1111111110111
Gabrio				11111111110000
faltaban				11111111110001
ignoraste				11111111110010
Salió,				11111111110011
rayaba				11111111110100
inclinada				11111111110101
principio.				11111111110110
llegaren				11111111110111
defensa.				11111111111000
discretas,				11111111111001
morisca				11111111111010
-Esta				11111111111011
verte				11111111111100
escuchado				11111111111101
estimado,				1111111111111
